,time,solar_effect,room_temp,ambient_temp,heating_setpoint,cooling_setpoint,occupancy_effect
0,2025-02-20 00:00:00+00:00,10.2282868651761,22.25,-0.8,20.5,24.5,0
1,2025-02-20 00:01:00+00:00,10.2282868651761,22.244444444444444,-0.8,20.5,24.5,0
2,2025-02-20 00:02:00+00:00,10.2282868651761,22.25,-0.8,20.5,24.5,0
3,2025-02-20 00:03:00+00:00,10.2282868651761,22.245454545454542,-0.8,20.5,24.5,0
4,2025-02-20 00:04:00+00:00,10.2282868651761,22.241666666666664,-0.8,20.5,24.5,0
5,2025-02-20 00:05:00+00:00,10.2282868651761,22.23846153846154,-0.8,20.5,24.5,0
6,2025-02-20 00:06:00+00:00,10.2282868651761,22.228571428571428,-0.8,20.5,24.5,0
7,2025-02-20 00:07:00+00:00,10.2282868651761,22.226666666666667,-0.8,20.5,24.5,0
8,2025-02-20 00:08:00+00:00,10.2282868651761,22.23333333333333,-0.8,20.5,24.5,0
9,2025-02-20 00:09:00+00:00,10.2282868651761,22.24,-0.8,20.5,24.5,0
10,2025-02-20 00:10:00+00:00,10.2282868651761,22.23333333333333,-0.8,20.5,24.5,0
11,2025-02-20 00:11:00+00:00,10.2282868651761,22.24,-0.8,20.5,24.5,0
12,2025-02-20 00:12:00+00:00,10.2282868651761,22.23333333333333,-0.8,20.5,24.5,0
13,2025-02-20 00:13:00+00:00,10.2282868651761,22.226666666666667,-0.8,20.5,24.5,0
14,2025-02-20 00:14:00+00:00,10.2282868651761,22.23333333333333,-0.8,20.5,24.5,0
15,2025-02-20 00:15:00+00:00,10.2282868651761,22.22,-0.8,20.5,24.5,0
16,2025-02-20 00:16:00+00:00,10.2282868651761,22.22666666666667,-0.8,20.5,24.5,0
17,2025-02-20 00:17:00+00:00,10.2282868651761,22.22,-0.8,20.5,24.5,0
18,2025-02-20 00:18:00+00:00,10.2282868651761,22.22,-0.8,20.5,24.5,0
19,2025-02-20 00:19:00+00:00,10.2282868651761,22.22,-0.8,20.5,24.5,0
20,2025-02-20 00:20:00+00:00,10.2282868651761,22.219999999999995,-0.8,20.5,24.5,0
21,2025-02-20 00:21:00+00:00,10.2282868651761,22.22666666666667,-0.8,20.5,24.5,0
22,2025-02-20 00:22:00+00:00,10.2282868651761,22.22666666666667,-0.8,20.5,24.5,0
23,2025-02-20 00:23:00+00:00,10.2282868651761,22.22,-0.8,20.5,24.5,0
24,2025-02-20 00:24:00+00:00,10.2282868651761,22.21333333333333,-0.8,20.5,24.5,0
25,2025-02-20 00:25:00+00:00,10.2282868651761,22.21333333333333,-0.8,20.5,24.5,0
26,2025-02-20 00:26:00+00:00,10.2282868651761,22.206666666666667,-0.8,20.5,24.5,0
27,2025-02-20 00:27:00+00:00,10.2282868651761,22.206666666666667,-0.8,20.5,24.5,0
28,2025-02-20 00:28:00+00:00,10.2282868651761,22.206666666666667,-0.8,20.5,24.5,0
29,2025-02-20 00:29:00+00:00,10.2282868651761,22.19333333333333,-0.8,20.5,24.5,0
30,2025-02-20 00:30:00+00:00,10.2282868651761,22.19333333333333,-1.0,20.5,24.5,0
31,2025-02-20 00:31:00+00:00,10.2282868651761,22.186666666666664,-1.0,20.5,24.5,0
32,2025-02-20 00:32:00+00:00,10.2282868651761,22.18,-1.0,20.5,24.5,0
33,2025-02-20 00:33:00+00:00,10.2282868651761,22.173333333333336,-1.0,20.5,24.5,0
34,2025-02-20 00:34:00+00:00,10.2282868651761,22.166666666666668,-1.0,20.5,24.5,0
35,2025-02-20 00:35:00+00:00,10.2282868651761,22.15333333333333,-1.0,20.5,24.5,0
36,2025-02-20 00:36:00+00:00,10.2282868651761,22.146666666666665,-1.0,20.5,24.5,0
37,2025-02-20 00:37:00+00:00,10.2282868651761,22.14,-1.0,20.5,24.5,0
38,2025-02-20 00:38:00+00:00,10.2282868651761,22.133333333333333,-1.0,20.5,24.5,0
39,2025-02-20 00:39:00+00:00,10.2282868651761,22.12666666666667,-1.0,20.5,24.5,0
40,2025-02-20 00:40:00+00:00,10.2282868651761,22.12666666666667,-1.0,20.5,24.5,0
41,2025-02-20 00:41:00+00:00,10.2282868651761,22.12666666666667,-1.0,20.5,24.5,0
42,2025-02-20 00:42:00+00:00,10.2282868651761,22.12,-1.0,20.5,24.5,0
43,2025-02-20 00:43:00+00:00,10.2282868651761,22.12,-1.0,20.5,24.5,0
44,2025-02-20 00:44:00+00:00,10.2282868651761,22.12666666666667,-1.0,20.5,24.5,0
45,2025-02-20 00:45:00+00:00,10.2282868651761,22.12666666666667,-1.0,20.5,24.5,0
46,2025-02-20 00:46:00+00:00,10.2282868651761,22.12,-1.0,20.5,24.5,0
